State,Province,City,Date,Average_Value,Max_Value_of_the_Day,Hour_of_Max_Value ,Pollutant_AQI,Pollutant_Type
ST27,COT30,CT32,2001-12-08,22.416667,31.76,0,32,A
ST27,COT30,CT32,2002-01-08,22.727273,35.56,19,35,A
ST27,COT30,CT32,2002-04-14,13.25,28.93,2,29,A
ST27,COT30,CT32,2002-05-09,11.541667,21.73,7,22,A
ST27,COT30,CT32,2002-09-30,21.625,35.88,20,36,A
ST27,COT30,CT32,2003-04-29,37.25,61.01,10,60,A
ST27,COT30,CT32,2004-01-16,19.9375,32.22,19,32,A
ST27,COT30,CT32,2004-04-05,8.041667,10.57,6,10,A
ST27,COT30,CT32,2004-05-04,4.458333,7.76,20,8,A
ST27,COT30,CT32,2004-08-03,25.958333,65.05,21,64,A
ST27,COT30,CT32,2004-08-28,11.875,17.25,22,17,A
ST27,COT30,CT32,2005-01-17,15.208333,19.54,1,20,A
ST27,COT30,CT32,2005-05-26,20.666667,34.06,23,33,A
ST27,COT30,CT32,2006-01-21,19.958333,35.21,0,34,A
ST27,COT30,CT32,2006-02-14,33.333333,39.83,2,40,A
ST27,COT30,CT32,2006-07-03,22.541667,39.43,0,38,A
ST27,COT30,CT32,2006-08-15,13.583333,35.28,23,36,A
ST27,COT30,CT32,2006-12-08,12.875,18.87,19,19,A
ST27,COT30,CT32,2006-12-23,18.291667,31.87,23,32,A
ST27,COT30,CT32,2007-10-01,9.916667,23.15,6,23,A
ST27,COT30,CT32,2007-12-20,28.75,40.54,19,41,A
ST27,COT30,CT32,2007-12-21,22.916667,35.24,1,34,A
ST27,COT30,CT32,2008-07-21,12.041667,28.15,21,27,A
ST27,COT30,CT32,2008-09-05,8.272727,23.62,6,23,A
ST27,COT30,CT32,2012-12-02,18.52381,30.53,18,30,A
ST27,COT30,CT32,2013-02-08,15.125,21.69,0,21,A
ST27,COT30,CT32,2013-05-16,25.541667,44.01,6,42,A
ST27,COT30,CT32,2014-06-13,8.416667,18.95,22,19,A
ST27,COT30,CT32,2014-08-12,3.625,11.28,13,11,A
ST27,COT30,CT32,2014-08-30,6.5,16.75,4,17,A
ST27,COT30,CT32,2015-01-12,28.791667,41.29,15,40,A
ST27,COT30,CT32,2015-11-17,16.125,48.92,1,47,A
ST28,COT08,CT111,2007-01-04,21.217391,27.59,19,27,A
ST28,COT08,CT111,2007-09-19,8.958333,16.59,7,17,A
ST28,COT08,CT111,2007-10-13,11.458333,25.29,21,25,A
ST28,COT08,CT111,2007-12-19,23.894737,32.91,21,32,A
ST28,COT08,CT111,2012-01-07,20.118182,36.6,3,36,A
ST28,COT08,CT111,2012-04-10,7.704545,27.49,8,26,A
ST28,COT08,CT111,2012-11-28,14.208333,30.67,20,30,A
ST28,COT08,CT111,2012-11-29,21.454167,30.3,21,30,A
ST28,COT08,CT111,2012-12-21,3.517391,5.32,8,5,A
ST28,COT08,CT111,2013-10-24,6.8875,14.01,6,13,A
ST28,COT08,CT111,2013-11-29,12.908333,21.03,23,21,A
ST28,COT08,CT111,2014-01-03,9.043478,24.13,23,23,A
ST28,COT08,CT111,2014-06-16,4.991667,9.1,0,8,A
ST28,COT08,CT111,2014-09-19,6.491304,17.68,6,18,A
ST28,COT08,CT111,2014-12-28,12.1625,19.99,10,19,A
ST28,COT08,CT111,2015-01-26,10.779167,20.72,18,21,A
ST28,COT08,CT111,2015-02-25,20.441667,33.5,3,33,A
ST28,COT08,CT111,2015-03-21,13.583333,22.58,23,23,A
ST28,COT08,CT111,2015-11-13,3.415,8.8,7,8,A
ST28,COT08,CT111,2015-12-09,17.891667,23.04,11,22,A
ST28,COT08,CT111,2016-01-19,5.677273,10.42,7,9,A
ST28,COT08,CT111,2016-03-05,10.782609,22.85,6,22,A
ST28,COT118,CT138,2006-04-17,11.73913,39.49,20,39,A
ST28,COT118,CT138,2006-06-13,10.434783,23.14,1,24,A
ST28,COT118,CT138,2006-06-14,10.434783,18.38,6,19,A
ST28,COT118,CT138,2007-02-11,26.565217,41.09,21,40,A
ST28,COT118,CT138,2007-06-07,13,29.04,0,29,A
ST28,COT118,CT138,2007-06-23,10.363636,41.69,23,41,A
ST28,COT118,CT138,2007-10-06,14.791667,27.39,23,26,A
ST28,COT118,CT138,2008-04-05,9.958333,24.21,0,25,A
ST28,COT118,CT138,2008-04-24,23.238095,44.92,23,45,A
ST28,COT118,CT138,2008-05-26,7.916667,12.98,19,13,A
ST28,COT118,CT138,2008-07-14,11.291667,22,7,22,A
ST28,COT118,CT138,2008-07-17,21.208333,49.5,0,49,A
ST28,COT118,CT138,2008-08-15,14.652174,30.69,22,31,A
ST28,COT118,CT138,2008-09-06,0.708333,4.86,22,5,A
ST28,COT118,CT138,2008-11-25,12.666667,20.07,7,21,A
ST28,COT118,CT138,2008-12-31,9.913043,34.21,7,33,A
ST28,COT118,CT138,2009-02-17,20.125,36.01,23,36,A
ST28,COT118,CT138,2009-04-16,17.25,32.04,21,33,A
ST28,COT118,CT138,2009-07-29,8.833333,13.35,11,13,A
ST28,COT118,CT138,2009-09-11,3.590909,5.82,14,6,A
ST28,COT118,CT138,2010-01-03,4.833333,7.8,18,8,A
ST28,COT118,CT138,2010-03-22,5.5,12.17,5,12,A
ST28,COT118,CT138,2010-09-10,6.5,11.01,22,11,A
ST28,COT118,CT138,2010-09-22,14.833333,24.98,5,25,A
ST28,COT118,CT138,2010-09-23,11.875,30.53,3,29,A
ST28,COT118,CT138,2010-10-04,6.958333,11.75,9,11,A
ST28,COT118,CT138,2010-10-07,12.833333,24.59,5,25,A
ST28,COT118,CT138,2010-12-26,7.083333,22.01,0,23,A
ST28,COT118,CT138,2011-05-23,6,14.01,19,14,A
ST28,COT118,CT138,2011-07-16,9.526316,16.58,5,17,A
ST28,COT118,CT138,2012-01-08,11.625,24.43,19,24,A
ST28,COT118,CT138,2012-10-04,18.625,29.36,11,30,A
ST28,COT118,CT138,2012-12-14,30.041667,39.44,8,41,A
ST28,COT118,CT138,2013-08-05,6.933333,17.2,5,16,A
ST28,COT118,CT138,2013-11-08,14.3625,26.08,7,26,A
ST28,COT118,CT138,2014-02-25,19.322727,34.49,3,34,A
ST28,COT118,CT138,2014-06-27,4.913043,9.32,5,8,A
ST28,COT118,CT138,2014-12-08,11.604348,16.1,22,16,A
ST28,COT118,CT138,2014-12-21,16.1625,25.73,0,25,A
ST28,COT118,CT138,2015-01-24,10.183333,17.47,18,17,A
ST28,COT118,CT138,2015-04-15,14.095833,41.93,21,40,A
ST28,COT118,CT138,2015-04-26,7.804167,27.64,21,26,A
ST28,COT118,CT138,2015-06-12,9.478261,16.49,8,17,A
ST28,COT118,CT138,2015-07-19,8.670833,17.71,23,17,A
ST28,COT118,CT138,2015-08-10,2.852381,5.28,9,5,A
ST28,COT118,CT138,2016-03-02,4.579167,10.52,4,10,A
ST28,COT92,CT04,2015-01-11,1.870833,5.11,23,5,A
ST28,COT92,CT04,2015-02-23,3.233333,4.77,21,4,A
ST28,COT92,CT04,2015-03-22,1.5875,3.19,0,3,A
ST28,COT92,CT04,2015-10-01,0.920833,1.38,0,1,A
ST28,COT92,CT04,2015-11-02,2.283333,5.61,22,5,A
ST29,COT122,CT50,2014-03-12,6.164286,13.68,7,13,A
ST29,COT122,CT50,2014-05-10,10.35,19.79,21,19,A
ST29,COT122,CT50,2014-07-29,4.758333,13.81,5,13,A
ST29,COT122,CT50,2014-12-01,12.938095,29.51,17,29,A
ST29,COT122,CT50,2015-11-07,2.916667,5.95,6,6,A
ST30,COT121,CT109,2000-03-12,23.166667,47.39,22,49,A
ST30,COT121,CT109,2000-12-08,21.25,32.14,7,32,A
ST30,COT121,CT109,2001-06-03,5.416667,17.41,1,17,A
ST30,COT121,CT109,2002-05-10,15.291667,34.21,22,33,A
ST30,COT121,CT109,2002-11-04,23.458333,41.55,22,42,A
ST30,COT121,CT109,2002-11-28,13.958333,25.81,5,25,A
ST30,COT121,CT109,2002-12-31,26.818182,47.23,18,47,A
ST30,COT121,CT109,2003-02-07,20.791667,37.9,0,37,A
ST30,COT121,CT109,2003-03-29,1.75,8.84,20,8,A
ST30,COT121,CT109,2003-10-30,13.75,47.22,7,45,A
ST30,COT121,CT109,2004-01-05,29.291667,34.38,22,35,A
ST30,COT121,CT109,2004-05-18,13.25,33.6,22,34,A
ST30,COT121,CT109,2004-10-26,15.130435,22.85,19,23,A
ST30,COT121,CT109,2005-02-27,16.25,38.25,22,39,A
ST30,COT121,CT109,2005-04-28,8.375,22.95,5,23,A
ST30,COT121,CT109,2005-05-28,9.958333,14.58,0,15,A
ST30,COT121,CT109,2005-07-09,12,31.36,1,30,A
ST30,COT121,CT109,2005-09-29,20,41.95,22,42,A
ST30,COT121,CT109,2006-06-06,15.478261,24.49,5,24,A
ST30,COT121,CT109,2006-07-10,14.416667,34.86,22,35,A
ST30,COT121,CT109,2006-07-22,9.833333,20.59,21,21,A
ST30,COT121,CT109,2006-09-21,13.958333,35.78,21,36,A
ST30,COT121,CT109,2006-09-23,12.833333,27.61,23,27,A
ST30,COT121,CT109,2006-11-18,18.958333,32.02,20,33,A
ST30,COT121,CT109,2006-11-28,12.583333,25.69,6,25,A
ST30,COT121,CT109,2007-02-12,16.772727,28.97,21,28,A
ST30,COT121,CT109,2007-03-13,18.681818,35.68,21,37,A
ST30,COT121,CT109,2007-05-06,8.25,20.48,23,20,A
ST30,COT121,CT109,2007-10-13,14.5,32.36,7,31,A
ST30,COT121,CT109,2007-12-28,27.083333,40.68,18,40,A
ST30,COT121,CT109,2008-01-09,22.318182,36.56,21,38,A
ST30,COT121,CT109,2008-03-06,19.75,40.27,6,41,A
ST30,COT121,CT109,2008-03-19,24.375,46.64,21,46,A
ST30,COT121,CT109,2008-04-25,17.791667,41.02,1,42,A
ST30,COT121,CT109,2008-04-29,9.125,24.06,7,24,A
ST30,COT121,CT109,2008-05-23,4.625,7.44,5,8,A
ST30,COT121,CT109,2009-07-17,6.833333,15.61,21,15,A
ST30,COT121,CT109,2009-07-23,6.958333,11.44,7,11,A
ST30,COT121,CT109,2009-12-02,20.521739,39.24,19,38,A
ST30,COT121,CT109,2010-08-15,5.666667,10.4,0,10,A
ST30,COT121,CT109,2010-09-22,4.541667,7.83,5,8,A
ST30,COT121,CT109,2011-02-21,13.479167,28.63,23,27,A
ST30,COT121,CT109,2011-05-23,2.004167,7.4,6,7,A
ST30,COT121,CT109,2011-08-19,8.466667,17.1,23,17,A
ST30,COT121,CT109,2011-11-13,9.7625,26.1,21,25,A
ST30,COT121,CT109,2012-01-16,13.366667,24.54,18,25,A
ST30,COT121,CT109,2012-02-26,11.104167,22.4,23,22,A
ST30,COT121,CT109,2012-10-28,15.416667,38.01,21,38,A
ST30,COT121,CT109,2013-02-01,21.758333,37.2,20,37,A
ST30,COT121,CT109,2013-06-23,4.520833,16.12,0,15,A
ST30,COT121,CT109,2013-08-17,7.904167,17.95,5,18,A
ST30,COT121,CT109,2013-12-08,9.6375,16.99,18,17,A
ST30,COT121,CT109,2013-12-22,15.391667,30.92,20,31,A
ST30,COT121,CT109,2014-03-02,4.9375,10.82,6,10,A
ST30,COT121,CT109,2014-05-02,9.525,21.19,6,21,A
ST30,COT121,CT109,2014-09-21,6.775,18.08,0,18,A
ST30,COT121,CT109,2014-11-14,11.9375,23.23,20,22,A
ST30,COT121,CT109,2015-08-10,5.963636,10.1,7,9,A
ST30,COT121,CT109,2015-08-14,8.5125,17.49,7,16,A
ST30,COT121,CT109,2015-08-26,7.170833,11.07,5,10,A
ST30,COT121,CT109,2015-10-15,13.004167,21.61,9,21,A
ST30,COT121,CT109,2015-10-24,6.925,12.95,1,12,A
ST30,COT121,CT109,2015-11-06,14.654167,23.92,21,23,A
ST30,COT69,CT01,2000-03-02,38.666667,62.78,19,64,A
ST30,COT69,CT01,2000-05-09,2.729167,5.12,21,5,A
ST30,COT69,CT01,2000-09-21,17.916667,30.59,4,31,A
ST30,COT69,CT01,2000-12-20,40.791667,57.51,0,57,A
ST30,COT69,CT01,2001-02-13,26.52381,35.14,7,35,A
ST30,COT69,CT01,2001-09-24,23.565217,54.11,20,52,A
ST30,COT69,CT01,2001-11-29,32.208333,41.94,19,41,A
ST30,COT69,CT01,2001-12-05,36.583333,59.79,18,58,A
ST30,COT69,CT01,2001-12-21,32.208333,48.33,0,49,A
ST30,COT69,CT01,2001-12-29,38.875,49.36,0,47,A
ST30,COT69,CT01,2002-04-16,8.454545,15.15,23,15,A
ST30,COT69,CT01,2002-08-26,36.772727,61.41,20,63,A
ST30,COT69,CT01,2002-11-29,27.458333,35.63,6,35,A
ST30,COT69,CT01,2003-01-21,33.857143,41.4,22,42,A
ST30,COT69,CT01,2003-05-28,28,59.22,0,61,A
ST30,COT69,CT01,2003-12-10,42.478261,57.18,21,58,A
ST30,COT69,CT01,2004-01-18,32.041667,53.39,21,53,A
ST30,COT69,CT01,2004-02-14,35.458333,52.27,20,53,A
ST30,COT69,CT01,2004-05-03,22.470588,43.87,0,43,A
ST30,COT69,CT01,2004-08-17,18,31.32,6,31,A
ST30,COT69,CT01,2005-03-04,19.25,32.34,0,33,A
ST30,COT69,CT01,2005-03-14,12.208333,39.42,0,39,A
ST30,COT69,CT01,2005-03-18,23.458333,43.65,0,42,A
ST30,COT69,CT01,2005-04-11,25.458333,50.76,21,52,A
ST30,COT69,CT01,2005-06-05,7.666667,17.52,6,18,A
ST30,COT69,CT01,2005-06-14,21.714286,46.23,8,45,A
ST30,COT69,CT01,2005-07-03,20.791667,36.85,22,38,A
ST30,COT69,CT01,2005-07-26,11.083333,24.59,5,24,A
ST30,COT69,CT01,2005-09-05,16.608333,31.93,22,32,A
ST30,COT69,CT01,2005-09-06,29.575,49.26,8,49,A
ST30,COT69,CT01,2005-11-04,35.75,54.22,19,53,A
ST30,COT69,CT01,2005-11-13,27.583333,47.43,18,49,A
ST30,COT69,CT01,2005-11-29,33.916667,47.49,19,47,A
ST30,COT69,CT01,2005-12-05,38,52.66,9,51,A
ST30,COT69,CT01,2006-01-02,28.166667,40.52,0,41,A
ST30,COT69,CT01,2006-05-03,16.5,27.49,0,26,A
ST30,COT69,CT01,2006-05-14,18.65,39.67,22,40,A
ST30,COT69,CT01,2006-06-16,22.083333,44.57,5,44,A
ST30,COT69,CT01,2006-06-28,13.5,28.85,5,28,A
ST30,COT69,CT01,2006-09-05,7.916667,28.41,22,28,A
ST30,COT69,CT01,2006-09-05,8.73913,28.65,22,27,A
ST30,COT69,CT01,2006-09-09,17.841667,40.48,21,40,A
ST30,COT69,CT01,2006-09-12,10.208333,25.82,7,26,A
ST30,COT69,CT01,2006-10-05,16.208333,34.11,20,33,A
ST30,COT69,CT01,2006-12-06,53.625,57.64,13,58,A
ST30,COT69,CT01,2007-02-11,21.375,33.56,0,33,A
ST30,COT69,CT01,2007-03-10,30.083333,48.52,0,50,A
ST30,COT69,CT01,2007-04-12,9.25,21.37,6,22,A
ST30,COT69,CT01,2007-04-23,10.041667,30.64,21,31,A
ST30,COT69,CT01,2007-09-23,9.166667,18.73,22,19,A
ST30,COT69,CT01,2007-12-17,31.791667,39.84,8,39,A
ST30,COT69,CT01,2008-01-05,22.875,29.17,17,29,A
ST30,COT69,CT01,2008-01-26,25,36.22,20,37,A
ST30,COT69,CT01,2008-01-29,24.375,42.21,19,42,A
ST30,COT69,CT01,2008-06-19,26.714286,48.87,21,49,A
ST30,COT69,CT01,2008-07-11,10.083333,28.36,22,29,A
ST30,COT69,CT01,2008-09-07,18,40.51,0,41,A
ST30,COT69,CT01,2008-12-11,32.125,46.38,10,44,A
ST30,COT69,CT01,2009-01-06,25.916667,38.6,19,38,A
ST30,COT69,CT01,2009-01-31,28.541667,44.4,19,44,A
ST30,COT69,CT01,2009-02-21,27.916667,53,20,52,A
ST30,COT69,CT01,2009-05-19,14.782609,40.24,5,39,A
ST30,COT69,CT01,2009-06-22,22,53.1,21,55,A
ST30,COT69,CT01,2009-06-23,22,40.9,22,41,A
ST30,COT69,CT01,2009-07-08,9.291667,23.5,7,24,A
ST30,COT69,CT01,2009-09-13,6.916667,14.77,0,15,A
ST30,COT69,CT01,2009-09-21,18.375,32.07,0,32,A
ST30,COT69,CT01,2009-11-17,21.083333,33.68,17,34,A
ST30,COT69,CT01,2009-12-30,30.652174,40.91,19,41,A
ST30,COT69,CT01,2010-04-27,16.916667,44.76,0,43,A
ST30,COT69,CT01,2010-05-20,17.25,45.65,21,44,A
ST30,COT69,CT01,2010-06-06,7.083333,20.17,5,21,A
ST30,COT69,CT01,2010-07-22,3,6.73,6,7,A
ST30,COT69,CT01,2010-08-25,6.25,10.22,6,10,A
ST30,COT69,CT01,2010-09-03,20.409091,39.68,0,40,A
ST30,COT69,CT01,2010-10-24,18.458333,37.54,20,37,A
ST30,COT69,CT01,2010-11-03,30.478261,54.93,18,56,A
ST30,COT69,CT01,2010-11-11,19.208333,38.87,9,39,A
ST30,COT69,CT01,2010-11-11,24.083333,37.31,9,36,A
ST30,COT69,CT01,2010-11-18,34.25,55.56,18,56,A
ST30,COT69,CT01,2011-02-16,27.875,45.77,0,46,A
ST30,COT69,CT01,2011-08-10,12.409091,30.22,6,29,A
ST30,COT69,CT01,2011-08-17,16.458333,40.53,23,42,A
ST30,COT69,CT01,2011-08-21,14.125,26.69,7,26,A
ST30,COT69,CT01,2011-10-31,27.583333,42.95,18,42,A
ST30,COT69,CT01,2011-11-24,20.583333,31.03,1,32,A
ST30,COT69,CT01,2011-12-05,15.458333,35.88,19,35,A
ST30,COT69,CT01,2012-02-17,16.291667,31.36,23,32,A
ST30,COT69,CT01,2012-03-25,16.416667,46.47,0,48,A
ST30,COT69,CT01,2012-08-11,14.958333,37.12,0,38,A
ST30,COT69,CT01,2012-11-15,39.608696,46.12,18,46,A
ST30,COT69,CT01,2012-11-28,31.791667,47.27,18,45,A
ST30,COT69,CT01,2013-03-06,27.583333,54.49,22,53,A
ST30,COT69,CT01,2013-04-18,14,42.89,22,42,A
ST30,COT69,CT01,2013-05-07,5.541667,10.38,5,10,A
ST30,COT69,CT01,2013-09-23,26.083333,56.63,21,58,A
ST30,COT69,CT01,2013-09-26,7.333333,20.22,6,21,A
ST30,COT69,CT01,2014-10-27,19.958333,41.61,21,42,A
ST30,COT69,CT01,2015-01-17,26.458333,46.91,18,46,A
ST30,COT69,CT01,2015-04-08,11.681818,37.26,22,38,A
ST30,COT69,CT01,2015-04-11,18.708333,44.26,21,43,A
ST30,COT69,CT01,2015-04-29,11.083333,47.01,21,45,A
ST30,COT69,CT01,2015-05-14,3.666667,10.75,5,10,A
ST30,COT69,CT01,2015-05-18,11.875,30.23,0,30,A
ST30,COT69,CT01,2015-05-27,14.291667,41.13,21,42,A
ST30,COT69,CT01,2015-06-15,15.041667,30.62,5,31,A
ST30,COT69,CT01,2015-06-20,17.708333,45.19,0,44,A
ST30,COT69,CT01,2015-12-25,13.041667,25.57,0,25,A
ST30,COT69,CT14,2000-03-20,17.347826,37.42,7,36,A
ST30,COT69,CT14,2000-12-10,20.333333,33.07,18,32,A
ST30,COT69,CT14,2001-03-03,25.125,47.44,20,46,A
ST30,COT69,CT14,2001-10-20,31.791667,59.36,18,61,A
ST30,COT69,CT14,2001-11-28,20.833333,43.5,18,42,A
ST30,COT69,CT14,2001-12-25,29.541667,45.5,18,46,A
ST30,COT69,CT14,2002-09-14,16.625,31.54,5,31,A
ST30,COT69,CT14,2004-10-02,21.791667,38.57,20,39,A
ST30,COT69,CT14,2004-12-08,24.458333,35.6,18,37,A
ST30,COT69,CT14,2005-02-12,13.583333,23.01,18,24,A
ST30,COT69,CT14,2005-09-16,24.333333,43.23,21,44,A
ST30,COT69,CT14,2005-11-29,25.333333,45.03,18,44,A
ST30,COT69,CT14,2006-11-17,28.833333,55.47,18,54,A
ST30,COT69,CT14,2007-01-10,30.043478,42.37,17,43,A
ST30,COT69,CT14,2007-12-08,13.541667,34.24,18,34,A
ST30,COT69,CT14,2008-02-01,26.652174,41.82,18,42,A
ST30,COT69,CT14,2008-09-16,4.391304,28.6,20,29,A
ST30,COT69,CT14,2008-10-22,14.416667,28.42,0,27,A
ST30,COT69,CT14,2009-10-03,6.583333,25.09,1,25,A
ST30,COT69,CT14,2010-09-10,20.291667,47.03,21,47,A
ST31,COT02,CT137,2006-10-01,8.3625,20.64,0,20,A
ST31,COT02,CT137,2010-04-27,6.533333,12.7,21,12,A
ST31,COT02,CT137,2010-08-30,4.145833,7.85,6,8,A
ST31,COT02,CT137,2010-10-31,5.775,10.1,22,9,A
ST31,COT02,CT137,2011-09-07,6.595455,10.67,19,10,A
ST31,COT02,CT137,2011-09-09,6.054167,12.4,19,12,A
ST31,COT02,CT137,2011-09-19,3.627273,5.44,1,5,A
ST31,COT02,CT137,2012-03-05,7.868182,12.08,6,12,A
ST31,COT02,CT137,2012-07-24,5.295455,16.51,0,16,A
ST31,COT02,CT137,2012-12-15,7.666667,14.03,16,13,A
ST31,COT02,CT137,2013-04-26,4.813636,6.85,6,7,A
ST31,COT02,CT137,2013-07-01,3.959091,10.41,21,10,A
ST31,COT02,CT137,2014-03-10,14.185714,30.49,20,30,A
ST31,COT02,CT137,2014-06-12,7.268182,24.84,0,24,A
ST31,COT02,CT137,2014-06-21,5.963636,13.44,22,13,A
ST31,COT02,CT137,2015-04-24,13.109091,39.07,0,37,A
ST31,COT02,CT137,2015-05-16,2.918182,4.88,2,5,A
ST31,COT02,CT137,2015-05-17,2.995455,9.82,21,9,A
ST31,COT02,CT137,2015-06-29,3.4,5.72,4,5,A
ST31,COT02,CT137,2015-10-08,4.827273,9.07,0,8,A
ST31,COT02,CT137,2016-04-01,4.772727,12.17,7,11,A
ST31,COT02,CT137,2016-04-12,5.545455,9.58,19,9,A
ST31,COT103,CT114,2008-06-19,12.130435,24.9,0,25,A
ST31,COT103,CT114,2008-08-30,7.333333,16.76,6,16,A
ST31,COT103,CT114,2009-04-09,12.708333,23.89,6,25,A
ST31,COT103,CT114,2009-04-22,10.272727,28.52,6,28,A
ST31,COT103,CT114,2009-05-13,5.458333,15.73,6,15,A
ST31,COT103,CT114,2009-07-23,10.666667,27.95,20,27,A
ST31,COT103,CT114,2009-09-08,7.5,16.67,6,16,A
ST31,COT103,CT114,2010-08-01,8.416667,20.23,0,20,A
ST31,COT103,CT114,2012-04-05,5.25,9.93,6,9,A
ST31,COT103,CT114,2012-04-13,6.45,8.97,15,8,A
ST31,COT103,CT114,2012-06-25,5.091667,9.01,23,8,A
ST31,COT103,CT114,2013-05-20,4.679167,7.88,12,8,A
ST31,COT103,CT114,2013-05-28,6.158333,15.83,18,15,A
ST31,COT103,CT114,2014-04-30,2.245833,3.57,7,3,A
ST31,COT103,CT114,2014-06-04,3.5375,5.03,8,5,A
ST31,COT103,CT114,2014-07-04,7.504167,24.16,0,24,A
ST31,COT103,CT114,2014-07-29,4.791667,14.27,21,13,A
ST31,COT103,CT114,2014-10-14,2.866667,4.19,18,4,A
ST31,COT103,CT114,2015-09-06,2.5375,5.66,19,6,A
ST32,COT90,CT142,2001-04-18,21.375,32.12,7,31,A
ST32,COT90,CT142,2001-05-08,21.2,28.33,5,29,A
ST32,COT90,CT142,2001-05-16,21.590909,27.84,7,28,A
ST32,COT90,CT142,2001-10-14,21.208333,26.84,23,26,A
ST32,COT90,CT142,2001-11-10,26.954545,36.94,21,38,A
ST32,COT90,CT142,2001-12-14,28,34,16,33,A
ST32,COT90,CT142,2002-01-24,32.541667,36.39,7,37,A
ST32,COT90,CT142,2002-03-01,41.5,49.24,21,50,A
ST32,COT90,CT142,2002-05-21,23.1,32.4,6,31,A
ST32,COT90,CT142,2002-11-08,24.954545,35.52,7,34,A
ST32,COT90,CT142,2003-01-04,18.954545,22.86,22,23,A
ST32,COT90,CT142,2003-06-28,15.125,22.76,19,23,A
ST32,COT90,CT142,2004-03-25,20.714286,34.42,7,35,A
ST32,COT90,CT142,2004-08-01,5.791667,12.81,19,12,A
ST32,COT90,CT142,2004-09-03,14.5,17.57,14,18,A
ST32,COT90,CT142,2004-09-13,16.208333,25.72,6,26,A
ST32,COT90,CT142,2004-12-22,26.625,30.21,1,29,A
ST32,COT90,CT142,2005-03-12,29.083333,37.94,8,37,A
ST32,COT90,CT142,2005-05-05,19.625,31.79,5,31,A
ST32,COT90,CT142,2005-09-17,10.125,17.64,15,17,A
ST32,COT90,CT142,2005-11-13,14.333333,28.44,0,27,A
ST32,COT90,CT142,2006-01-18,10.916667,20.25,6,21,A
ST32,COT90,CT142,2006-08-20,6.545455,15.11,19,15,A
ST32,COT90,CT142,2006-10-11,15.333333,24.13,6,25,A
ST32,COT90,CT142,2006-10-17,22.590909,40.72,6,40,A
ST32,COT90,CT142,2006-11-16,22.875,45.93,11,46,A
ST32,COT90,CT142,2006-12-10,21.666667,34.79,19,35,A
ST32,COT90,CT142,2007-06-01,27.521739,61.89,15,61,A
ST32,COT90,CT142,2008-01-30,26.541667,33.35,6,34,A
ST32,COT90,CT142,2008-02-27,28.833333,40.16,7,39,A
ST32,COT90,CT142,2008-03-03,27.25,43.46,3,42,A
ST32,COT90,CT142,2008-07-31,19.041667,31.92,6,33,A
ST32,COT90,CT142,2008-08-27,20.541667,38.6,19,39,A
ST32,COT90,CT142,2008-08-30,10.291667,15.49,23,16,A
ST32,COT90,CT142,2008-09-12,15.583333,29.34,8,28,A
ST32,COT90,CT142,2008-10-25,14.5,26.04,3,26,A
ST32,COT90,CT142,2009-02-12,15.5,24.12,7,25,A
ST32,COT90,CT142,2009-03-13,15.818182,24.41,6,25,A
ST32,COT90,CT142,2009-05-20,19.727273,29.75,6,29,A
ST32,COT90,CT142,2009-06-27,12.916667,21.81,17,22,A
ST32,COT90,CT142,2009-12-07,29.041667,37.37,18,36,A
ST32,COT90,CT142,2009-12-29,16.208333,22.68,7,22,A
ST32,COT90,CT142,2010-01-27,24.958333,51.72,20,50,A
ST32,COT90,CT142,2010-02-21,17.666667,27.86,7,27,A
ST32,COT90,CT142,2010-04-15,15.833333,41.37,5,42,A
ST32,COT90,CT142,2010-08-03,7.277778,13.27,7,13,A
ST32,COT90,CT142,2010-08-04,8.666667,15.4,13,15,A
ST32,COT90,CT142,2010-11-29,26.772727,37.18,7,38,A
ST32,COT90,CT142,2010-12-07,12.545455,20.36,7,20,A
ST32,COT90,CT142,2011-01-22,21.681818,41.75,19,42,A
ST32,COT90,CT142,2011-03-24,17.25,31.15,21,32,A
ST32,COT90,CT142,2011-04-06,18.368421,28.77,6,29,A
ST32,COT90,CT142,2011-11-13,16.916667,33.97,0,33,A
ST32,COT90,CT142,2012-03-02,18.916667,27.46,12,27,A
ST32,COT90,CT142,2012-05-17,15.041667,30.65,22,30,A
ST32,COT90,CT142,2012-08-06,14.291667,22.73,23,23,A
ST32,COT90,CT142,2012-08-07,12.904762,19.89,0,20,A
ST32,COT90,CT142,2012-11-15,16.5,25.41,22,25,A
ST32,COT90,CT142,2012-11-23,20.47619,31.36,0,30,A
ST32,COT90,CT142,2013-01-05,22.458333,43.11,22,43,A
ST32,COT90,CT142,2013-02-16,19.958333,37.65,0,38,A
ST32,COT90,CT142,2013-04-10,21.166667,32.19,20,32,A
ST32,COT90,CT142,2013-04-23,13.818182,21.69,6,22,A
ST32,COT90,CT142,2013-05-04,14.045455,33.44,0,34,A
ST32,COT90,CT142,2013-07-24,16.227273,23.73,6,23,A
ST32,COT90,CT142,2014-07-10,17.681818,33.49,21,34,A
ST32,COT90,CT142,2014-07-17,16.791667,22.52,7,23,A
ST32,COT90,CT142,2014-08-10,11.833333,19.88,20,20,A
ST32,COT90,CT142,2015-03-08,27.363636,45.56,6,45,A
ST32,COT90,CT142,2015-07-15,12.136364,23.96,16,25,A
ST33,COT05,CT43,2000-07-18,11.956522,30.06,1,30,A
